Region,State,City,Category,Sub-Category,Product Name
West,Colorado,Arvada,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
West,Colorado,Arvada,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
West,Colorado,Arvada,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
West,Colorado,Arvada,Office Supplies,Labels,Avery 509
East,New Jersey,Hackensack,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
South,Florida,Saint Petersburg,Technology,Phones,AT&T 1070 Corded Phone
South,Florida,Saint Petersburg,Office Supplies,Paper,Xerox 21
East,Pennsylvania,Philadelphia,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670"
East,New York,New York City,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
East,New York,New York City,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier
East,New York,New York City,Technology,Phones,Panasonic Kx-TS550
East,New York,New York City,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
East,New York,New York City,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black"
West,California,Long Beach,Office Supplies,Fasteners,OIC Binder Clips
West,California,Hesperia,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
West,California,Hesperia,Technology,Accessories,Logitech Wireless Headset h800
South,Tennessee,Murfreesboro,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
East,Pennsylvania,Philadelphia,Technology,Phones,Aastra 57i VoIP phone
East,Pennsylvania,Philadelphia,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
East,Pennsylvania,Philadelphia,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
East,Pennsylvania,Philadelphia,Office Supplies,Labels,Round Specialty Laser Printer Labels
East,Pennsylvania,Philadelphia,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
East,Pennsylvania,Philadelphia,Technology,Phones,AT&T 841000 Phone
East,Pennsylvania,Philadelphia,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers
East,Pennsylvania,Philadelphia,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
West,California,Los Angeles,Office Supplies,Binders,Storex Dura Pro Binders
West,California,Los Angeles,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
West,California,Los Angeles,Office Supplies,Binders,Avery Non-Stick Binders
West,California,San Francisco,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
West,California,San Francisco,Furniture,Tables,Hon 5100 Series Wood Tables
West,Utah,Layton,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
East,Pennsylvania,Philadelphia,Office Supplies,Art,Newell 314
East,Pennsylvania,Philadelphia,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,Staples
East,Pennsylvania,Philadelphia,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
Central,Texas,Austin,Office Supplies,Storage,Fellowes Super Stor/Drawer
West,California,San Francisco,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
East,Massachusetts,Lowell,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
East,Massachusetts,Lowell,Office Supplies,Paper,Easy-staple paper
East,Massachusetts,Lowell,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip"
East,New York,New York City,Office Supplies,Paper,Xerox 1881
East,New York,New York City,Office Supplies,Binders,Acco Hanging Data Binders
East,New York,New York City,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System
East,New York,New York City,Furniture,Bookcases,Sauder Barrister Bookcases
East,New York,New York City,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box"
East,New York,New York City,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
East,New York,New York City,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
South,North Carolina,Charlotte,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
South,Georgia,Columbus,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection
South,Georgia,Columbus,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
East,New York,New York City,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
East,New York,New York City,Furniture,Chairs,Global Ergonomic Managers Chair
East,New York,New York City,Office Supplies,Art,Newell 333
East,New York,New York City,Furniture,Furnishings,Eldon Wave Desk Accessories
West,California,San Francisco,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
East,Connecticut,Manchester,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders
East,Connecticut,Manchester,Office Supplies,Supplies,Staple remover
East,Connecticut,Manchester,Office Supplies,Storage,Pizazz Global Quick File
East,Connecticut,Manchester,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
Central,Texas,Harlingen,Office Supplies,Paper,Xerox 1930
Central,Texas,Harlingen,Office Supplies,Storage,File Shuttle I and Handi-File
West,Arizona,Tucson,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels
West,Arizona,Tucson,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router
West,Arizona,Tucson,Office Supplies,Art,Newell 324
West,Arizona,Tucson,Technology,Accessories,Microsoft Natural Keyboard Elite
Central,Illinois,Quincy,Office Supplies,Paper,Xerox 1960
East,Massachusetts,Franklin,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"
Central,Texas,Houston,Office Supplies,Appliances,Holmes Odor Grabber
Central,Texas,Houston,Office Supplies,Storage,Akro-Mils 12-Gallon Tote
Central,Texas,Houston,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
West,California,San Francisco,Office Supplies,Paper,Southworth Structures Collection
West,California,San Francisco,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
Central,Michigan,Taylor,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card
South,Florida,Pembroke Pines,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
South,Florida,Pembroke Pines,Technology,Accessories,Logitech Media Keyboard K200
East,Pennsylvania,Philadelphia,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server
East,Pennsylvania,Philadelphia,Furniture,Furnishings,3M Hangers With Command Adhesive
East,Ohio,Cincinnati,Office Supplies,Art,Crayola Colored Pencils
East,New York,New York City,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
East,New York,New York City,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
West,Washington,Des Moines,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
West,Washington,Des Moines,Technology,Copiers,Canon PC1080F Personal Copier
Central,Illinois,Peoria,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
West,Nevada,Las Vegas,Office Supplies,Binders,Tuf-Vin Binders
East,Rhode Island,Warwick,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma
East,Rhode Island,Warwick,Office Supplies,Paper,Xerox 1958
Central,Michigan,Jackson,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
Central,Texas,Houston,Office Supplies,Storage,Super Decoflex Portable Personal File
Central,Texas,Houston,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
Central,Texas,Houston,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System"
Central,Texas,Houston,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
South,Florida,Miami,Office Supplies,Paper,Xerox 1974
South,North Carolina,Wilmington,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
East,New York,New York City,Office Supplies,Appliances,Staple holder
West,California,San Francisco,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
West,California,San Francisco,Technology,Copiers,Sharp AL-1530CS Digital Copier
West,California,San Francisco,Office Supplies,Paper,"Wirebound Message Book, 4 per Page"
West,California,San Francisco,Furniture,Tables,"Bevis Round Conference Table Top, X-Base"
West,California,San Francisco,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
West,California,San Francisco,Office Supplies,Labels,Self-Adhesive Removable Labels
West,California,San Francisco,Office Supplies,Paper,Xerox 1908
West,California,San Francisco,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
West,California,San Francisco,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair
West,Washington,Seattle,Office Supplies,Paper,Xerox 191
West,Washington,Seattle,Furniture,Chairs,Global Deluxe Office Fabric Chairs
West,California,Huntington Beach,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
West,California,Los Angeles,Furniture,Chairs,Bevis Steel Folding Chairs
South,Kentucky,Richmond,Office Supplies,Paper,Xerox 1987
West,California,Los Angeles,Office Supplies,Art,American Pencil
West,California,Los Angeles,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
West,Colorado,Louisville,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black
East,Massachusetts,Lawrence,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"
East,Massachusetts,Lawrence,Office Supplies,Storage,Crate-A-Files
South,Mississippi,Jackson,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs
Central,Michigan,Canton,Furniture,Furnishings,Coloredge Poster Frame
Central,Michigan,Canton,Office Supplies,Binders,GBC VeloBinder Manual Binding System
East,New York,New Rochelle,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
Central,Texas,San Antonio,Office Supplies,Art,Design Ebony Sketching Pencil
South,North Carolina,Gastonia,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System
South,North Carolina,Gastonia,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
South,North Carolina,Gastonia,Office Supplies,Storage,Woodgrain Magazine Files by Perma
East,Massachusetts,Lowell,Office Supplies,Storage,Letter Size Cart
South,Florida,Jacksonville,Office Supplies,Binders,Insertable Tab Post Binder Dividers
South,Florida,Jacksonville,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard
Central,Illinois,Chicago,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner"
Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1908
Central,Texas,Houston,Office Supplies,Paper,Xerox 1897
East,New York,New York City,Furniture,Chairs,Global Deluxe Steno Chair
Central,Michigan,Detroit,Furniture,Furnishings,Aluminum Document Frame
Central,Michigan,Detroit,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
Central,Michigan,Detroit,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays
Central,Michigan,Detroit,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream"
Central,Michigan,Detroit,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
Central,Michigan,Detroit,Office Supplies,Labels,Avery 520
Central,Indiana,Columbus,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
East,New York,Auburn,Office Supplies,Art,Newell 345
East,New York,Auburn,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer
East,New York,Auburn,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
East,New York,Auburn,Office Supplies,Art,50 Colored Long Pencils
East,New York,Auburn,Office Supplies,Art,Newell 342
East,New York,Auburn,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S
East,Ohio,Akron,Furniture,Tables,Chromcraft Rectangular Conference Tables
East,Ohio,Akron,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
Central,Oklahoma,Norman,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
West,California,Concord,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
Central,Illinois,Decatur,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
Central,Illinois,Decatur,Office Supplies,Envelopes,Staple envelope
West,Washington,Seattle,Office Supplies,Appliances,3M Office Air Cleaner
West,Washington,Seattle,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
West,Washington,Seattle,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
West,Arizona,Phoenix,Furniture,Furnishings,Eldon Wave Desk Accessories
West,Arizona,Phoenix,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
West,Arizona,Phoenix,Office Supplies,Binders,Poly Designer Cover & Back
West,Arizona,Phoenix,Office Supplies,Supplies,Premier Electric Letter Opener
West,Arizona,Phoenix,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
Central,Illinois,Park Ridge,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
Central,Texas,Amarillo,Furniture,Bookcases,Bush Mission Pointe Library
Central,Illinois,Chicago,Office Supplies,Binders,Cardinal Hold-It CD Pocket
East,New York,Lindenhurst,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
West,California,San Francisco,Office Supplies,Storage,SAFCO Boltless Steel Shelving
West,California,San Francisco,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish"
West,California,San Francisco,Technology,Phones,Samsung Galaxy Note 3
West,California,San Francisco,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue"
West,California,San Francisco,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
West,California,San Francisco,Office Supplies,Paper,Xerox 1912
West,California,Los Angeles,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless
East,New York,Troy,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
East,New York,New York City,Office Supplies,Art,Prang Colored Pencils
East,New York,New York City,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
West,California,San Diego,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
East,New York,New York City,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
East,New York,New York City,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
West,California,Los Angeles,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
West,California,Los Angeles,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
West,California,Los Angeles,Technology,Phones,iHome FM Clock Radio with Lightning Dock
Central,Illinois,Chicago,Technology,Phones,Apple iPhone 5S
Central,Texas,Huntsville,Technology,Phones,Square Credit Card Reader
Central,Texas,Huntsville,Technology,Accessories,Logitech M510 Wireless Mouse
Central,Texas,Huntsville,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
East,New York,Rochester,Office Supplies,Storage,Fellowes Officeware Wire Shelving
East,New York,Rochester,Office Supplies,Envelopes,Colored Envelopes
West,Washington,Seattle,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
South,Tennessee,Memphis,Furniture,Tables,Balt Solid Wood Rectangular Table
South,Arkansas,Fayetteville,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
West,California,Costa Mesa,Office Supplies,Binders,Clear Mylar Reinforcing Strips
West,California,Costa Mesa,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
West,California,Costa Mesa,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair
West,California,Costa Mesa,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
West,Colorado,Parker,Office Supplies,Binders,Vinyl Sectional Post Binders
West,Colorado,Parker,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
West,Colorado,Parker,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
West,Colorado,Parker,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets
West,Colorado,Parker,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
East,New York,New York City,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels"
